314,706,708
315,707,708
316,709,682
317,711,748
319,717,759
320,719,761
321,763,764
322,772,773
323,776,266
324,778,783
325,779,780
326,784,785
327,786,787
328,788,789
329,795,796
330,799,800
331,802,803
332,806,807
333,810,811
334,812,813
335,815,816
336,817,818
337,820,821
338,824,825
339,828,829
340,832,833
341,837,838
343,842,843
344,846,847
345,850,851
346,853,854
347,857,858
348,863,864
349,866,867
350,871,872
351,876,877
352,879,880
353,887,891
354,892,893
355,901,272
356,229,230
364,757,0
374,715,757
375,61,62
376,61,26
377,65,49
378,65,66
379,65,26
380,55,56
381,55,161
382,95,96
383,95,106
384,82,83
385,82,85
386,82,22
387,82,87
388,88,89
389,88,92
396,73,150
397,73,74
398,73,26
399,77,78
400,77,26
401,69,70
402,69,26
403,69,257
404,97,98
405,97,11
406,102,103
407,102,11
408,119,120
409,119,85
410,119,26
411,119,87
412,126,127
413,126,92
414,149,150
415,149,26
416,115,116
417,115,26
418,131,132
419,131,11
420,136,137
421,136,11
422,141,142
423,141,257
424,169,154
425,169,156
426,169,26
427,158,159
428,158,161
429,185,186
430,185,11
431,185,175
432,190,191
433,190,11
434,190,175
435,176,177
436,176,175
437,180,181
438,180,175
439,213,221
440,213,217
441,213,92
442,232,233
443,232,92
444,236,237
445,236,11
446,911,0
447,267,268
448,267,257
449,912,0
450,790,779
451,790,257
452,794,795
453,794,92
454,801,802
455,801,92
456,840,844
457,840,846
458,840,26
459,849,850
460,849,26
461,153,163
468,913,914
471,914,915
472,915,0
476,916,0
477,920,917
478,920,918
479,920,919
480,921,0
481,922,0
482,923,0
483,926,924
484,926,925
485,926,918
486,926,919
487,927,0
488,930,928
489,930,929
490,932,931
491,932,929
492,935,933
493,935,934
495,936,937
496,936,934
497,940,938
498,940,939
499,942,941
500,942,939
501,943,0
502,944,0
503,946,945
504,946,919
506,947,948
507,947,919
509,949,950
510,949,951
511,953,952
512,953,951
513,955,954
514,955,919
515,956,0
516,957,0
517,958,0
519,959,0
520,960,0
521,961,0
522,962,0
523,963,0
524,964,0
525,965,0
527,966,967
528,966,968
529,969,0
530,970,0
531,971,0
532,972,0
533,973,0
534,974,0
535,975,0
537,976,977
538,976,978
539,979,0
541,980,981
542,980,982
544,983,984
545,983,985
546,983,978
547,986,0
549,987,988
550,987,982
552,989,990
553,989,919
554,991,0
555,992,0
556,993,0
558,994,995
559,994,996
560,994,997
561,998,0
563,999,1000
565,1001,1002
566,1001,1003
567,1001,919
568,1005,1004
569,1005,1003
570,1006,0
571,1007,0
572,1009,1008
573,1009,1003
575,1010,1011
576,1010,1003
577,1010,919
578,1012,0
580,1013,1014
581,1013,951
582,1013,919
583,1015,0
584,1018,1016
585,1018,1017
586,1019,0
587,1020,0
596,1033,0
610,1023,1047
612,1027,1049
613,1028,1050
616,1031,1053
617,1032,1054
618,1034,1055
619,1035,1056
620,1036,1057
621,1037,1058
622,1038,1059
623,1039,1060
624,1040,1061
625,1041,1062
626,1042,1063
627,1043,1064
628,1044,1065
630,1045,1066
631,1046,1067
632,1070,1069
633,1071,1203
634,1072,1204
635,1073,1205
636,1074,1206
637,1075,1207
638,1076,1208
639,1077,1209
640,1078,1210
641,1079,1211
642,1080,1212
643,1081,1213
644,1082,1214
645,1083,1215
646,1084,1216
647,1085,1217
648,1086,1218
649,1087,1219
650,1088,1220
651,1089,1221
652,1090,1222
653,1091,1223
654,1092,1224
655,1093,1225
656,1094,1226
657,1095,1227
658,1096,1228
659,1097,1229
660,1098,1230
661,1099,1231
662,1100,1232
663,1101,1233
664,1102,1234
665,1103,1235
666,1104,1236
667,1105,1237
668,1106,1238
669,1107,1239
670,1108,1240
671,1109,1241
672,1110,1242
673,1111,1243
674,1112,1244
675,1113,1245
676,1114,1246
677,1115,1247
678,1116,1248
679,1117,1249
680,1118,1250
681,1119,1251
682,1120,1252
683,1121,1253
684,1122,1254
685,1123,1255
686,1124,1256
687,1125,1257
688,1126,1258
689,1127,1259
690,1128,1260
691,1129,1261
692,1130,1262
693,1131,1263
694,1132,1264
695,1133,1265
696,1134,1266
697,1135,1267
698,1136,1268
699,1137,1269
700,1138,1270
701,1139,1271
702,1140,1272
703,1141,1273
704,1142,1274
705,1143,1275
706,1144,1276
707,1145,1277
708,1146,1278
709,1147,1279
710,1148,1280
711,1149,1281
712,1150,1282
713,1151,1283
714,1152,1284
715,1153,1285
716,1154,1286
717,1155,1287
718,1156,1288
719,1157,1289
720,1158,1290
721,1159,1291
722,1160,1292
723,1161,1293
724,1162,1294
725,1163,1295
726,1164,1296
727,1165,1297
728,1166,1298
729,1167,1299
730,1168,1300
731,1169,1301
732,1170,1302
733,1171,1303
734,1172,1304
735,1173,1305
736,1174,1306
737,1175,1307
738,1176,1308
739,1177,1309
740,1178,1310
741,1179,1311
742,1180,1312
743,1181,1313
744,1182,1314
745,1183,1315
746,1184,1316
747,1185,1317
748,1186,1318
749,1187,1319
750,1188,1320
751,1189,1321
752,1190,1322
753,1191,1323
754,1192,1324
755,1193,1325
756,1194,1326
757,1195,1327
758,1196,1328
759,1197,1329
760,1198,1330
761,1199,1331
762,1200,1332
763,1201,1333
764,1202,1334
765,197,198
768,137,138
769,15,16
770,1048,306
771,1048,291
772,1026,1048
773,1026,311
774,1030,1052
777,18,27
779,1029,1051
780,116,117
